txn_id,account_id,txn_date,amount,txn_type,channel
510645,2855,2023-08-19,595.25,Credit,Online
510646,2852,2020-05-05,2965.31,Debit,Online
510647,3487,2024-08-13,345.37,Credit,POS
510648,2766,2021-10-29,10600.03,Debit,POS
510649,3350,2024-03-19,3026.02,Debit,Online
510650,2524,2022-06-06,7612.84,Credit,Online
510651,3044,2025-04-25,3839.06,Credit,ATM
510652,3353,2025-01-31,1356.93,Debit,Branch
510653,2231,2025-06-06,3077.99,Credit,Branch
510654,2851,2025-04-12,1325.82,Credit,POS
510655,3379,2024-12-17,1920.73,Debit,POS
510656,2835,2021-10-24,300.37,Credit,ATM
510657,3339,2023-05-12,6533.28,Debit,ATM
510658,2630,2025-02-15,2661.91,Credit,Online
510659,3331,2023-10-25,158.6,Debit,Online
510660,2944,2022-02-15,3136.67,Credit,POS
510661,2719,2023-01-28,1631.41,Debit,Online
510662,2323,2023-07-14,1964.93,Debit,ATM
510663,2257,2021-12-31,2337.51,Credit,Branch
510664,2434,2025-03-09,427.69,Debit,Online
510665,3132,2022-06-27,2232.57,Debit,ATM
510666,2703,2024-12-06,3865.23,Debit,Online
510667,2583,2024-10-14,1972.15,Debit,POS
510668,2701,2025-07-16,562.16,Debit,Online
510669,2517,2024-12-22,3150.71,Debit,Online
510670,3211,2020-08-16,4291.21,Debit,ATM
510671,2587,2025-01-02,6099.01,Debit,Branch
510672,2709,2025-07-17,8502.96,Credit,Branch
510673,2839,2024-05-12,6717.54,Debit,Branch
510674,2970,2024-02-29,2641.86,Debit,ATM
510675,2501,2024-04-14,537.54,Credit,ATM
510676,2110,2025-02-09,2853.36,Debit,POS
510677,3035,2024-08-02,59.68,Debit,Online
510678,2841,2023-01-22,3654.28,Debit,Branch
510679,2972,2023-12-10,5459.29,Credit,ATM
510680,2816,2021-11-26,3.42,Credit,POS
510681,2764,2020-07-01,5622.1,Debit,ATM
510682,3423,2024-03-06,942.11,Credit,POS
510683,2081,2023-11-30,1632.01,Debit,ATM
510684,2139,2025-05-11,50.95,Debit,ATM
510685,3405,2024-08-25,2211.8,Credit,ATM
510686,3331,2025-03-04,210.0,Credit,Online
510687,2618,2024-06-19,540.69,Debit,Branch
510688,2811,2023-09-23,4151.27,Credit,POS
510689,2675,2025-02-16,3711.25,Credit,POS
510690,3496,2020-09-08,2651.17,Debit,Online
510691,2685,2025-08-10,1162.52,Credit,Branch
510692,3140,2022-02-13,3115.31,Debit,POS
510693,2548,2025-03-29,530.0,Debit,POS
510694,2572,2023-01-04,2311.21,Debit,ATM
510695,3012,2024-04-12,144.07,Credit,ATM
510696,2599,2023-06-29,1927.24,Credit,POS
510697,2021,2020-03-02,1463.17,Debit,ATM
510698,2260,2023-10-11,209.64,Credit,POS
510699,3311,2021-08-27,700.82,Debit,POS
510700,2551,2024-02-20,2790.54,Debit,Branch
510701,2154,2023-05-19,260.76,Credit,POS
510702,3409,2024-05-28,2914.7,Credit,Branch
510703,3500,2020-12-05,662.03,Debit,Online
510704,2750,2023-09-02,480.67,Debit,Online
510705,2943,2024-12-14,4978.92,Credit,ATM
510706,3133,2025-06-08,783.2,Credit,POS
510707,2100,2025-06-20,2557.89,Debit,Online
510708,2446,2024-05-01,755.79,Credit,ATM
510709,2844,2024-06-08,2113.64,Credit,Online
510710,2825,2025-03-13,2863.19,Credit,ATM
510711,2497,2025-05-22,347.2,Credit,POS
510712,2003,2021-04-21,365.31,Debit,ATM
510713,3430,2020-06-22,767.89,Debit,POS
510714,2922,2025-08-18,1090.03,Credit,POS
510715,3134,2021-09-24,140.08,Credit,ATM
510716,2656,2024-03-18,1298.31,Debit,Online
510717,2761,2025-05-18,743.5,Debit,Branch
510718,2667,2022-07-22,956.85,Credit,Online
510719,2645,2025-08-07,2695.69,Credit,POS
510720,3007,2021-07-10,10454.91,Debit,Online
510721,3494,2025-08-07,2286.57,Debit,POS
510722,3167,2023-10-03,1970.44,Debit,ATM
510723,3002,2025-01-26,2748.88,Debit,POS
510724,2019,2024-10-31,3831.75,Debit,POS
510725,2771,2024-12-15,1875.0,Debit,POS
510726,3434,2024-11-15,2407.6,Debit,Online
510727,2597,2024-09-14,1473.66,Credit,ATM
510728,2825,2025-01-15,1324.2,Debit,POS
510729,2487,2025-08-07,625.56,Debit,Online
510730,2287,2024-01-08,999.71,Credit,Branch
510731,3059,2023-03-05,3971.98,Debit,Online
510732,2471,2024-10-11,1657.32,Credit,ATM
510733,2882,2023-05-22,292.35,Debit,Online
510734,2891,2025-03-08,1279.54,Credit,Online
510735,3273,2023-02-19,4482.36,Debit,Branch
510736,3408,2022-10-07,542.3,Credit,POS
510737,2831,2023-02-14,2668.31,Debit,Online
510738,2076,2025-04-20,6991.58,Credit,POS
510739,2874,2022-12-06,909.19,Credit,ATM
510740,3327,2024-05-12,1296.02,Credit,POS
510741,2717,2024-10-11,3112.1,Debit,POS
510742,2848,2022-03-09,475.83,Credit,ATM
510743,3144,2024-04-17,3422.52,Debit,POS
510744,2659,2024-08-11,836.77,Credit,ATM
510745,2623,2024-06-04,5.52,Debit,Online
510746,2724,2025-06-03,7388.36,Credit,ATM
510747,3278,2023-02-28,1134.84,Debit,Online
510748,2732,2024-06-04,1452.19,Credit,Online
510749,2491,2024-03-25,557.43,Credit,POS
510750,2896,2023-08-31,799.76,Debit,POS
510751,3039,2024-08-09,1570.78,Credit,POS
510752,3370,2023-06-08,5840.55,Credit,Online
510753,3340,2025-06-15,1712.1,Credit,POS
510754,3175,2024-09-20,288.88,Credit,Online
510755,3154,2025-03-31,2492.07,Debit,POS
510756,2674,2024-10-02,3506.17,Debit,Online
510757,2514,2024-05-28,3941.84,Credit,Online
510758,2845,2024-09-17,2626.23,Debit,Online
510759,3060,2025-05-10,1066.73,Debit,POS
510760,2778,2019-01-19,1192.34,Debit,POS
510761,2311,2025-02-20,513.46,Credit,Online
510762,2023,2024-06-28,749.94,Debit,POS
510763,2088,2025-02-28,3070.36,Debit,Branch
510764,2640,2025-06-12,2771.4,Debit,POS
510765,3188,2024-08-17,3139.18,Credit,Branch
510766,3185,2022-08-07,2575.51,Debit,ATM
510767,3213,2023-04-17,1172.55,Credit,POS
510768,3064,2022-06-05,443.29,Credit,Branch
510769,2035,2023-06-20,647.32,Debit,Branch
510770,3326,2022-06-24,207.45,Credit,ATM
510771,3422,2025-02-04,823.49,Debit,Online
510772,3275,2024-07-07,4193.75,Credit,Branch
510773,2669,2024-09-15,1687.78,Debit,POS
510774,2323,2025-03-13,175.85,Debit,ATM
510775,3358,2025-04-02,529.76,Debit,Branch
510776,2278,2024-01-27,575.87,Debit,POS
510777,3183,2023-07-19,1952.6,Credit,POS
510778,3449,2024-09-13,2078.07,Debit,POS
510779,3351,2021-08-09,1440.43,Debit,POS
510780,2782,2025-04-15,6543.63,Debit,Online
510781,3251,2024-11-20,1077.81,Credit,Online
510782,3247,2025-01-05,2810.14,Debit,Online
510783,3461,2024-06-01,1453.32,Credit,Branch
510784,2541,2025-07-30,1027.96,Credit,Branch
510785,2944,2022-01-18,1929.39,Debit,Online
510786,3226,2021-12-07,560.92,Debit,Online
510787,2341,2025-03-09,756.53,Debit,ATM
510788,2339,2024-05-27,3184.3,Debit,ATM
510789,2585,2018-08-18,5672.67,Credit,ATM
510790,2541,2022-08-16,2973.42,Credit,ATM
510791,3128,2022-11-28,1866.56,Credit,Branch
510792,3404,2023-11-25,959.37,Debit,ATM
510793,2236,2023-07-19,416.97,Debit,ATM
510794,2488,2023-12-01,663.85,Debit,ATM
510795,3395,2020-12-26,1164.37,Debit,Branch
510796,2893,2022-09-26,4084.9,Credit,Online
510797,2308,2024-12-30,100.12,Credit,ATM
510798,2906,2025-01-07,1406.12,Debit,POS
510799,3314,2021-04-20,4185.57,Debit,ATM
510800,2561,2021-02-25,5330.05,Debit,ATM
510801,2726,2023-04-18,5428.11,Credit,POS
510802,2921,2024-12-16,432.04,Credit,ATM
510803,3261,2022-09-02,802.78,Credit,Branch
510804,2847,2024-06-11,4372.84,Credit,ATM
510805,3438,2025-07-09,2117.35,Credit,ATM
510806,3133,2024-11-23,481.42,Debit,Branch
510807,2634,2024-04-01,2396.44,Debit,Branch
510808,2732,2025-04-12,1304.87,Credit,Branch
510809,3045,2024-08-09,2473.36,Debit,Branch
510810,2106,2025-04-22,2312.59,Debit,ATM
510811,2341,2025-01-12,1605.73,Debit,Online
510812,2358,2024-07-29,510.06,Debit,ATM
510813,3202,2024-12-28,1494.03,Credit,Branch
510814,3234,2024-03-16,1446.46,Debit,Online
510815,3230,2025-03-08,5211.23,Credit,Branch
510816,2159,2025-03-20,693.69,Credit,POS
510817,2443,2024-04-07,1980.56,Debit,POS
510818,2469,2024-05-14,1863.59,Credit,POS
510819,2037,2023-04-22,5746.03,Debit,Branch
510820,2387,2023-07-02,340.84,Debit,ATM
510821,2647,2025-01-14,209.7,Credit,POS
510822,3329,2024-12-08,2930.27,Debit,Branch
510823,2256,2024-05-11,976.23,Debit,Online
510824,3291,2022-11-28,35.72,Credit,ATM
510825,3228,2025-05-17,4507.73,Credit,ATM
510826,2238,2024-05-29,6831.61,Credit,Online
510827,2392,2024-11-19,2270.96,Debit,Branch
510828,2688,2024-07-27,3467.58,Credit,POS
510829,3416,2025-01-18,2237.74,Debit,POS
510830,3178,2024-07-25,1895.51,Credit,POS
510831,3458,2024-01-31,636.06,Credit,Branch
510832,2469,2022-04-24,322.49,Debit,POS
510833,3364,2023-11-22,371.51,Debit,Branch
510834,3435,2023-05-14,983.61,Credit,Branch
510835,2900,2024-06-09,781.11,Credit,Online
510836,2232,2021-11-06,667.85,Debit,ATM
510837,2402,2020-10-27,1425.93,Credit,ATM
510838,2194,2024-04-23,2811.74,Credit,ATM
510839,3211,2025-04-15,178.17,Debit,POS
510840,2470,2023-05-15,1561.38,Debit,Online
510841,3053,2024-11-18,228.75,Debit,POS
510842,2401,2024-10-12,3398.5,Debit,POS
510843,3466,2023-12-28,1619.19,Credit,ATM
510844,3161,2023-08-29,6128.68,Debit,ATM
510845,2566,2023-07-29,1396.95,Credit,POS
510846,2716,2020-01-11,1217.97,Debit,Online
510847,2089,2025-05-24,383.36,Debit,ATM
510848,2206,2025-01-29,1886.35,Credit,ATM
510849,3498,2020-01-21,3670.13,Credit,Online
510850,3224,2024-03-14,2724.41,Debit,Online
510851,3258,2024-10-07,1001.35,Debit,Online
510852,2966,2025-06-06,4070.94,Debit,POS
510853,2333,2023-03-19,1921.91,Credit,ATM
510854,2158,2023-08-31,2038.12,Credit,POS
510855,3089,2024-09-23,7575.21,Debit,POS
510856,2498,2021-08-14,252.61,Debit,POS
510857,2002,2024-12-17,2244.95,Credit,ATM
510858,2034,2024-08-02,2220.89,Debit,Online
510859,2837,2021-12-27,2852.2,Debit,Online
510860,3261,2022-05-09,1162.53,Credit,Online
510861,2545,2024-09-23,3797.23,Debit,Branch
510862,3500,2023-03-14,7685.05,Credit,Online
510863,2572,2021-08-31,4118.27,Debit,Online
510864,3100,2022-05-24,3805.61,Credit,ATM
510865,2367,2025-07-01,787.42,Credit,POS
510866,2911,2024-07-24,3937.2,Debit,Branch
510867,2413,2024-10-06,9686.83,Credit,Online
510868,3168,2025-06-25,3215.35,Credit,Online
510869,2683,2019-10-07,1251.03,Credit,POS
510870,2063,2025-04-20,3863.21,Credit,POS
510871,2373,2025-02-23,2671.62,Debit,Branch
510872,2529,2023-10-01,444.42,Credit,Branch
510873,2700,2023-12-28,291.02,Credit,ATM
510874,2406,2023-01-26,5043.12,Credit,Branch
510875,2867,2024-07-28,2954.3,Debit,ATM
510876,3446,2025-04-25,707.64,Debit,ATM
510877,3067,2023-08-25,2477.87,Credit,POS
510878,2468,2020-06-03,3552.49,Credit,Branch
510879,3016,2024-04-27,590.49,Debit,ATM
510880,3451,2019-12-11,291.26,Credit,Branch
510881,2363,2024-11-15,1038.76,Debit,ATM
510882,2349,2024-10-26,3472.87,Credit,ATM
510883,2059,2025-04-13,75.18,Credit,Branch
510884,3264,2025-08-04,1838.62,Debit,ATM
510885,3250,2024-09-02,2822.53,Debit,Online
510886,2621,2024-08-13,352.08,Credit,POS
510887,3309,2025-02-06,3469.36,Credit,ATM
510888,2978,2023-04-05,1399.4,Credit,Branch
510889,3469,2022-09-18,1569.19,Debit,Branch
510890,3384,2024-10-10,409.16,Credit,POS
510891,3440,2023-08-01,1138.88,Debit,ATM
510892,2589,2023-06-25,2098.87,Credit,POS
510893,2951,2025-03-22,2520.52,Credit,POS
510894,2251,2023-04-13,2092.37,Credit,Branch
510895,3342,2021-12-26,2139.9,Credit,Branch
510896,2478,2025-01-05,715.35,Credit,ATM
510897,2673,2023-01-15,295.22,Debit,Online
510898,2892,2024-10-09,950.62,Debit,Online
510899,3182,2024-12-03,409.56,Debit,Branch
510900,3098,2020-12-30,964.26,Credit,POS
510901,3434,2025-01-04,1153.24,Debit,Branch
510902,3070,2025-05-24,3943.47,Debit,ATM
510903,3195,2023-06-12,100.19,Credit,Online
510904,2859,2024-12-09,2574.56,Credit,ATM
510905,2624,2020-05-01,5195.5,Credit,Branch
510906,3371,2023-03-11,3309.37,Credit,Online
510907,2567,2024-05-04,5012.03,Credit,Branch
510908,2931,2025-06-06,1187.08,Debit,POS
510909,2438,2020-01-31,676.27,Credit,Online
510910,2724,2023-12-21,1045.87,Credit,POS
510911,2551,2022-01-19,2028.85,Debit,Branch
510912,2388,2025-01-25,3419.0,Credit,Branch
510913,3231,2024-12-01,128.91,Debit,Online
510914,3151,2025-01-16,1762.82,Credit,Online
510915,3053,2024-10-22,222.37,Credit,POS
510916,2125,2025-07-30,602.06,Debit,Branch
510917,2375,2025-05-03,1115.05,Credit,ATM
510918,2328,2024-09-25,4720.82,Debit,Online
510919,3068,2025-07-28,1272.25,Debit,Online
510920,3339,2023-04-16,1684.34,Debit,ATM
510921,2570,2023-09-14,1665.63,Credit,ATM
510922,2496,2025-05-20,241.82,Debit,ATM
510923,2837,2025-06-28,3050.68,Debit,ATM
510924,3482,2023-05-15,746.63,Debit,Branch
510925,2556,2020-12-20,1116.27,Debit,ATM
510926,2418,2022-06-11,5319.91,Credit,POS
510927,2783,2024-01-04,352.12,Debit,ATM
510928,3374,2024-06-14,1847.75,Debit,POS
510929,3095,2022-09-16,1057.43,Credit,POS
510930,2778,2025-03-22,1392.82,Debit,POS
510931,3097,2024-05-08,1880.11,Debit,POS
510932,2023,2025-08-02,3088.55,Debit,ATM
510933,3130,2024-05-06,2519.46,Debit,Online
510934,2147,2025-02-26,610.39,Debit,ATM
510935,2587,2024-06-05,7415.57,Debit,ATM
510936,2525,2020-04-11,909.48,Credit,POS
510937,3036,2024-04-02,394.85,Debit,Branch
510938,2361,2025-01-17,501.05,Credit,POS
510939,2359,2025-07-11,8.7,Debit,Online
510940,3327,2024-05-05,252.86,Debit,Online
510941,2717,2022-03-30,382.8,Credit,POS
510942,3113,2024-08-19,1992.53,Credit,Online
510943,2875,2024-03-16,3831.04,Credit,POS
510944,2930,2024-03-03,68.54,Debit,ATM
510945,3030,2022-12-14,2571.73,Credit,ATM
510946,3002,2023-10-02,357.84,Credit,POS
510947,3368,2022-09-06,564.79,Debit,Branch
510948,3178,2025-06-06,13875.79,Credit,Branch
510949,2458,2024-09-12,2063.22,Credit,Online
510950,2255,2023-07-07,967.21,Credit,ATM
510951,3268,2020-04-19,3446.67,Debit,Branch
510952,2559,2022-12-17,98.22,Credit,ATM
510953,2467,2024-08-22,7699.63,Credit,ATM
510954,2167,2024-11-21,342.75,Credit,Branch
510955,2828,2024-05-04,716.55,Debit,Branch
510956,2769,2023-04-19,1801.45,Debit,Branch
510957,3243,2023-09-26,3456.76,Debit,ATM
510958,3123,2024-08-10,1126.87,Credit,Online
510959,3085,2023-05-07,2758.81,Credit,POS
510960,2808,2024-07-03,580.06,Debit,Branch
510961,3295,2023-02-16,483.75,Credit,Online
510962,3475,2024-10-30,2299.6,Credit,Online
510963,3223,2023-05-31,490.19,Credit,POS
510964,2522,2021-09-08,2963.35,Credit,ATM
510965,2415,2024-05-17,3768.77,Debit,Branch
510966,2002,2023-03-27,3266.42,Debit,ATM
510967,3490,2024-08-19,3685.13,Debit,Branch
510968,3099,2024-04-04,1109.28,Debit,Online
510969,3406,2024-01-17,578.58,Debit,Online
510970,3182,2023-01-13,3565.74,Credit,Online
510971,2646,2020-02-26,275.15,Credit,Online
510972,2218,2019-07-07,995.99,Credit,ATM
510973,2071,2025-06-01,275.79,Debit,ATM
510974,3189,2024-07-14,1804.12,Credit,Branch
510975,2456,2025-02-12,652.17,Credit,ATM
510976,2569,2024-12-25,982.35,Credit,Branch
510977,3255,2023-02-20,6.05,Debit,POS
510978,2722,2021-04-11,5022.07,Debit,POS
510979,3427,2023-09-22,1320.9,Debit,Online
510980,2820,2022-08-07,3945.64,Debit,ATM
510981,3248,2023-12-11,2361.93,Credit,ATM
510982,2189,2021-10-01,2000.3,Debit,ATM
510983,2596,2025-03-14,1805.59,Credit,ATM
510984,2275,2022-09-14,967.77,Credit,Online
510985,2085,2023-06-08,506.43,Credit,Branch
510986,3488,2024-05-21,4262.89,Credit,Online
510987,2777,2025-08-08,375.64,Debit,Online
510988,2531,2025-07-10,824.33,Debit,ATM
510989,2565,2020-11-07,2252.0,Debit,ATM
510990,2362,2024-05-20,4370.15,Credit,Branch
510991,2185,2025-07-12,874.84,Debit,POS
510992,3371,2022-02-18,1072.39,Debit,Branch
510993,2159,2023-04-22,2275.0,Debit,POS
510994,2578,2024-05-31,110.08,Credit,Branch
510995,2230,2023-10-07,605.95,Credit,POS
510996,3395,2025-04-29,545.46,Credit,POS
510997,2309,2021-08-20,747.84,Credit,Online
510998,2591,2020-08-28,1389.19,Debit,POS
510999,3131,2020-01-23,1563.6,Debit,ATM
511000,2856,2021-04-06,2098.57,Credit,POS
511001,2573,2025-08-12,349.59,Credit,Branch
511002,2846,2023-11-03,2470.58,Debit,Online
511003,2656,2023-10-05,5112.05,Credit,Branch
511004,2434,2024-01-30,1961.83,Debit,Online
511005,2898,2024-07-05,673.86,Credit,Branch
511006,2548,2021-11-02,740.47,Debit,Branch
511007,3441,2025-07-18,423.42,Debit,ATM
511008,2695,2024-08-07,1941.84,Debit,Online
511009,3135,2022-08-09,1389.34,Debit,POS
511010,2352,2022-11-09,234.2,Debit,Online
511011,2969,2023-01-22,2532.06,Credit,ATM
511012,2840,2024-03-10,4714.66,Credit,POS
511013,3116,2022-10-17,132.56,Debit,ATM
511014,2693,2021-10-09,1955.25,Credit,Branch
511015,3079,2024-05-27,1003.76,Debit,Branch
511016,2088,2024-09-06,76.13,Debit,ATM
511017,3036,2025-06-26,5201.1,Debit,Branch
511018,3131,2020-05-27,8725.26,Credit,POS
511019,2745,2019-10-18,2213.99,Credit,Online
511020,2052,2023-09-24,6466.94,Credit,POS
511021,2851,2025-04-02,3285.98,Debit,Online
511022,3172,2024-07-17,1619.38,Debit,POS
511023,2693,2019-06-29,4159.47,Debit,Branch
511024,2142,2023-08-01,2977.27,Credit,Online
511025,2593,2023-12-14,1626.1,Credit,POS
511026,3492,2024-02-19,852.32,Credit,Online
511027,2407,2025-02-15,1356.46,Debit,POS
511028,2795,2024-09-26,455.19,Debit,ATM
511029,2533,2025-04-13,187.15,Debit,POS
511030,3069,2024-06-28,957.64,Debit,ATM
511031,2643,2023-09-20,2390.3,Credit,Branch
511032,2577,2025-03-18,2605.24,Debit,Branch
511033,2870,2020-04-22,6739.49,Credit,ATM
511034,2858,2023-10-22,439.68,Credit,Branch
511035,2750,2023-06-28,777.17,Credit,POS
511036,2388,2025-07-17,590.79,Debit,ATM
511037,2162,2025-01-27,4228.61,Debit,Online
511038,3036,2024-12-05,106.39,Debit,Online
511039,2510,2022-04-09,4811.08,Debit,Branch
511040,2920,2024-01-30,1595.69,Debit,Online
511041,2565,2022-09-10,4184.29,Credit,Branch
511042,3281,2025-06-29,1115.23,Credit,Branch
511043,3061,2024-02-04,1861.44,Credit,POS
511044,2606,2023-05-09,597.85,Debit,POS
511045,2500,2024-08-01,1323.75,Debit,ATM
511046,3124,2024-06-21,2581.16,Debit,POS
511047,2012,2022-07-31,2841.35,Debit,POS
511048,2087,2024-12-06,968.49,Credit,POS
511049,2127,2023-10-24,1872.63,Debit,Online
511050,2519,2024-10-15,307.49,Credit,Branch
511051,2746,2024-12-03,11285.07,Credit,Branch
511052,2440,2024-03-18,1088.3,Debit,Branch
511053,2283,2024-10-21,2897.5,Debit,ATM
511054,2470,2024-09-29,397.57,Credit,Online
511055,2742,2024-01-20,193.17,Credit,Online
511056,2447,2025-07-22,179.41,Debit,Online
511057,2862,2024-02-04,2020.23,Debit,POS
511058,2574,2024-10-10,698.73,Credit,POS
511059,3401,2023-10-26,794.22,Credit,ATM
511060,3489,2025-02-06,824.31,Credit,Branch
511061,2984,2025-06-16,3444.3,Debit,ATM
511062,2833,2024-05-15,91.21,Debit,ATM
511063,2047,2020-11-23,502.04,Credit,Online
511064,2934,2023-02-12,1036.85,Debit,Online
511065,2572,2018-09-25,4698.32,Debit,POS
511066,2435,2023-06-21,776.35,Credit,POS
511067,3191,2021-08-09,509.06,Debit,POS
511068,2064,2025-01-26,484.34,Debit,Branch
511069,2391,2024-05-22,531.5,Debit,POS
511070,3162,2023-05-05,7663.32,Credit,ATM
511071,3388,2023-10-21,739.12,Credit,ATM
511072,2772,2022-02-17,912.0,Debit,Online
511073,2794,2024-09-12,170.75,Credit,ATM
511074,3451,2022-10-02,4483.81,Credit,Online
511075,2139,2024-05-26,4565.38,Credit,ATM
511076,2722,2022-06-23,482.35,Credit,Branch
511077,2363,2023-09-26,3318.41,Credit,Online
511078,2716,2024-05-13,9883.45,Credit,Branch
511079,3360,2023-10-27,131.28,Credit,POS
511080,2895,2021-05-05,3801.55,Credit,POS
511081,3488,2025-05-21,214.49,Debit,Online
511082,2758,2025-04-10,691.34,Credit,ATM
511083,3295,2024-05-23,1115.15,Debit,Branch
511084,2255,2024-10-09,6327.73,Credit,Branch
511085,2482,2021-05-02,3133.4,Debit,POS
511086,2411,2024-06-05,2286.65,Debit,ATM
511087,3154,2023-12-01,1074.3,Credit,ATM
511088,2770,2025-08-04,478.06,Debit,POS
511089,2334,2025-06-11,2236.21,Credit,ATM
511090,2260,2024-04-24,224.07,Credit,Branch
511091,2577,2025-06-08,3056.69,Debit,Branch
511092,2231,2025-05-31,1990.05,Credit,ATM
511093,3046,2024-09-10,943.11,Debit,POS
511094,3273,2024-09-01,625.55,Debit,POS
511095,3454,2024-10-13,11575.89,Credit,ATM
511096,2354,2021-03-13,95.3,Credit,Branch
511097,2659,2025-07-06,3367.87,Credit,ATM
511098,2756,2021-02-01,273.56,Credit,POS
511099,2744,2021-08-08,667.44,Credit,Online
511100,2680,2024-05-18,1373.62,Credit,ATM
511101,2331,2019-10-13,5136.52,Debit,Branch
511102,2168,2023-07-24,522.71,Credit,ATM
511103,2605,2023-10-20,620.6,Credit,Branch
511104,2139,2025-08-19,4143.51,Credit,Branch
511105,2095,2022-11-10,6420.3,Debit,Branch
511106,2787,2023-09-18,4621.94,Debit,POS
511107,3288,2024-07-12,753.58,Debit,Branch
511108,2811,2023-06-02,391.57,Debit,POS
511109,2036,2024-03-05,497.12,Debit,POS
511110,3261,2022-01-01,2382.09,Debit,ATM
511111,3026,2022-02-17,1415.91,Debit,Branch
511112,2455,2021-08-28,2928.71,Credit,ATM
511113,2410,2022-08-21,530.42,Debit,Online
511114,3350,2024-03-23,4275.86,Debit,Branch
511115,2715,2025-03-12,6562.95,Credit,POS
511116,2212,2025-03-25,2552.54,Credit,ATM
511117,2423,2022-11-05,1673.16,Credit,POS
511118,2397,2023-11-17,3201.5,Credit,ATM
511119,2601,2023-11-10,266.29,Credit,ATM
511120,2519,2025-05-21,397.66,Debit,ATM
511121,2821,2024-08-03,375.08,Debit,ATM
511122,2485,2024-12-13,129.71,Credit,Branch
511123,2962,2025-03-02,8349.77,Credit,Online
511124,2740,2023-10-25,1003.81,Debit,Online
511125,3411,2024-03-03,2661.35,Debit,ATM
511126,3243,2022-10-03,5853.66,Credit,POS
511127,2499,2023-06-24,1946.5,Debit,POS
511128,2064,2025-06-24,1126.25,Debit,POS
511129,2878,2025-05-16,1414.99,Credit,Branch
511130,2508,2024-02-29,2433.02,Credit,Branch
511131,3353,2024-04-03,1756.96,Credit,POS
511132,2609,2025-07-06,287.78,Debit,Branch
511133,2436,2023-09-17,4204.47,Debit,ATM
511134,2510,2024-03-10,2080.53,Credit,POS
511135,3298,2024-04-21,1854.29,Debit,Online
511136,2169,2022-01-15,1027.4,Credit,POS
511137,3437,2024-08-21,1742.31,Credit,Online
511138,2351,2021-02-16,580.54,Credit,ATM
511139,3272,2023-11-14,1826.53,Credit,Online
511140,2817,2022-08-15,6147.21,Debit,POS
511141,2855,2023-04-28,457.25,Credit,POS
511142,2307,2025-01-20,359.83,Credit,ATM
511143,3084,2022-07-19,2707.29,Credit,POS
511144,2973,2025-03-17,446.32,Credit,ATM
511145,2722,2025-02-08,4084.68,Credit,Online
511146,2687,2023-09-27,940.79,Credit,Branch
511147,2896,2024-12-31,940.4,Credit,Branch
511148,2708,2021-12-02,4354.64,Credit,POS
511149,3462,2022-09-23,348.6,Debit,POS
511150,2063,2025-02-13,952.75,Debit,POS
511151,2377,2024-10-02,1736.36,Credit,ATM
511152,3277,2020-02-28,4420.27,Debit,Online
511153,3189,2024-08-20,2531.75,Credit,POS
511154,2522,2023-10-22,169.26,Credit,Branch
511155,2760,2024-10-01,122.17,Credit,Online
511156,2041,2022-08-10,1120.41,Credit,POS
511157,2266,2024-01-12,2684.0,Credit,Online
511158,3417,2024-12-16,2651.64,Debit,ATM
511159,2966,2024-12-23,60.16,Debit,Branch
511160,2058,2024-06-30,1735.3,Credit,POS
511161,3189,2024-06-22,3145.57,Debit,ATM
511162,2606,2022-05-17,364.91,Credit,Online
511163,2854,2024-10-09,1955.03,Debit,POS
511164,3286,2025-02-20,154.65,Credit,Online
511165,3257,2022-11-23,719.73,Credit,POS
511166,2205,2020-11-03,681.92,Debit,ATM
511167,2549,2025-03-13,3003.51,Credit,Branch
511168,2409,2025-04-22,1359.83,Debit,Branch
511169,3371,2023-02-21,2650.3,Debit,Branch
511170,3172,2023-08-25,787.72,Credit,POS
511171,2973,2022-07-02,6273.39,Credit,POS
511172,2088,2024-08-14,2342.24,Debit,POS
511173,3205,2024-12-12,792.1,Debit,ATM
511174,2842,2024-04-19,3106.44,Debit,POS
511175,2410,2022-03-04,442.96,Debit,Branch
511176,2665,2025-08-04,594.75,Credit,Branch
511177,2670,2025-06-17,152.24,Credit,Branch
511178,2445,2025-07-29,1251.56,Credit,POS
511179,3365,2025-01-28,6380.5,Credit,ATM
511180,3377,2023-10-22,762.41,Credit,ATM
511181,2077,2022-09-10,1576.68,Credit,Online
511182,3404,2024-09-02,2860.25,Debit,Branch
511183,2606,2023-05-22,1312.9,Credit,Branch
511184,3200,2021-07-05,1241.9,Credit,ATM
511185,3171,2020-10-24,934.54,Credit,POS
511186,2899,2024-04-06,1112.92,Credit,Online
511187,3116,2023-12-01,77.81,Credit,ATM
511188,3023,2022-01-07,1993.56,Debit,ATM
511189,3278,2024-06-16,1696.89,Debit,Online
511190,2636,2024-05-15,3281.43,Credit,Online
511191,3110,2019-11-05,493.89,Credit,Branch
511192,3469,2023-01-17,31.16,Credit,ATM
511193,3421,2024-09-05,398.48,Credit,Branch
511194,2222,2022-04-04,1570.73,Credit,ATM
511195,2748,2024-01-01,287.76,Credit,Online
511196,2766,2020-11-18,652.56,Credit,Branch
511197,2937,2024-03-15,1697.98,Credit,Online
511198,2971,2023-05-23,456.64,Credit,Online
511199,3272,2024-03-19,448.14,Credit,ATM
511200,2799,2023-01-02,201.63,Debit,Online
